metric,rank,noun,verb,average
novelty,18,jikan (time),X wo tarasu (Y drops X),3.9
novelty,18,jikan (time),X wo maku (Y scatters X),3.9
novelty,18,jikan (time),X ga sitataru (X drips),3.9
novelty,18,tanosisa (enjoyment),X wo kakeru (Y sprays X),3.9
novelty,18,tanosisa (enjoyment),X wo tarasu (Y drops X),3.9
novelty,18,tanosisa (enjoyment),X ni hitasu (Y dips Z in X),3.9
novelty,18,rikai (understanding),X ni sizumu (Y sinks into X),3.9
novelty,18,suimin (sleep),X ga nagareru (X flows),3.9
novelty,18,suimin (sleep),X ga nagarederu (X flows out),3.9
novelty,18,suimin (sleep),X ga nizimu (X oozes),3.9
novelty,18,suna (sand),X ga sumu (X gets clear),3.9
novelty,18,oto (sound),X wo susuru (Y sips X),3.9
novelty,47,neko (cat),X ga simiru (X soaks into Y),3.8
novelty,47,neko (cat),X wo kumitoru (Y scoops up X),3.8
novelty,47,neko (cat),X ni sizumu (Y sinks into X),3.8
novelty,47,neko (cat),X ni hitasu (Y dips Z in X),3.8
novelty,47,nioi (smell),X de susugu (Y rinses Z with X),3.8
novelty,47,keeki (cake),X de susugu (Y rinses Z with X),3.8
novelty,47,keeki (cake),X ni sizumu (Y sinks into X),3.8
novelty,47,keeki (cake),X ga nagarederu (X flows out),3.8
novelty,47,keeki (cake),X ga sitataru (X drips),3.8
novelty,47,roudou (labor),X wo kumitoru (Y scoops up X),3.8
novelty,47,sitto (envy),X wo susuru (Y sips X),3.8
novelty,47,sitto (envy),X ga nagarederu (X flows out),3.8
novelty,47,sitto (envy),X wo nomu (Y drinks X),3.8
novelty,47,ansin (relief),X wo abiseru (Y showers X),3.8
novelty,47,iwa (rock),X de susugu (Y rinses Z with X),3.8
novelty,47,iwa (rock),X ga huttou-suru (X boils),3.8
novelty,47,iwa (rock),X ni uku (Y floats on X),3.8
novelty,47,iwa (rock),X ni hitasu (Y dips Z in X),3.8
novelty,47,iwa (rock),X ni hitaru (Y soaks in X),3.8
novelty,47,iwa (rock),X ga yodomu (X gets stagnant),3.8
novelty,47,iwa (rock),X ga nigoru (X gets cloudy),3.8
novelty,47,kibou (hope),X de susugu (Y rinses Z with X),3.8
novelty,47,kairaku (pleasure),X de susugu (Y rinses Z with X),3.8
novelty,47,kairaku (pleasure),X ga nigoru (X gets cloudy),3.8
novelty,47,ikari (anger),X wo tarasu (Y drops X),3.8
novelty,47,ikari (anger),X ni hitasu (Y dips Z in X),3.8
novelty,47,ai (love),X de susugu (Y rinses Z with X),3.8
novelty,47,kanjou (emotion),X wo susuru (Y sips X),3.8
novelty,47,zouo (hatred),X wo tarasu (Y drops X),3.8
novelty,47,zouo (hatred),X ni uku (Y floats on X),3.8
novelty,47,zouo (hatred),X ga nigoru (X gets cloudy),3.8
novelty,47,jikan (time),X de susugu (Y rinses Z with X),3.8
novelty,47,jikan (time),X wo susuru (Y sips X),3.8
novelty,47,jikan (time),X ni sizumu (Y sinks into X),3.8
novelty,47,jikan (time),X ni uku (Y floats on X),3.8
novelty,47,jikan (time),X ga nigoru (X gets cloudy),3.8
novelty,47,tanosisa (enjoyment),X wo susuru (Y sips X),3.8
novelty,47,tanosisa (enjoyment),X ni sizumu (Y sinks into X),3.8
novelty,47,tanosisa (enjoyment),X ga nagareru (X flows),3.8
novelty,47,tanosisa (enjoyment),X wo nomu (Y drinks X),3.8
novelty,47,rikai (understanding),X ga simiru (X soaks into Y),3.8
novelty,47,rikai (understanding),X wo tarasu (Y drops X),3.8
novelty,47,rikai (understanding),X ga sumu (X gets clear),3.8
novelty,47,suimin (sleep),X ni sizumu (Y sinks into X),3.8
novelty,47,suimin (sleep),X ni hitasu (Y dips Z in X),3.8
novelty,47,suimin (sleep),X ga sumu (X gets clear),3.8
novelty,47,kuuki (air),X ga hotobasiru (X spurts),3.8
novelty,47,kuuki (air),X wo tarasu (Y drops X),3.8
novelty,47,kuuki (air),X ga sitataru (X drips),3.8
novelty,47,zetubou (despair),X ni hitasu (Y dips Z in X),3.8
novelty,47,syutisin (shame),X ni uku (Y floats on X),3.8
novelty,47,kotoba (word),X wo susuru (Y sips X),3.8
novelty,47,kinsen (money),X ga sitataru (X drips),3.8
novelty,47,kinsen (money),X ga sumu (X gets clear),3.8
novelty,47,oto (sound),X wo nomu (Y drinks X),3.8
novelty,102,ari (ant),X ga hotobasiru (X spurts),3.7
novelty,102,ari (ant),X wo kumitoru (Y scoops up X),3.7
novelty,102,ari (ant),X ni hitasu (Y dips Z in X),3.7
novelty,102,neko (cat),X wo susuru (Y sips X),3.7
novelty,102,neko (cat),X ga huttou-suru (X boils),3.7
novelty,102,neko (cat),X wo sosogu (Y pours X),3.7
novelty,102,neko (cat),X ga yodomu (X gets stagnant),3.7
novelty,102,neko (cat),X ga mitiru (X fills Y),3.7
novelty,102,neko (cat),X ga moreru (X leaks),3.7
novelty,102,neko (cat),X ni tukaru (Y gets submerged in X),3.7
novelty,102,keeki (cake),X ga hotobasiru (X spurts),3.7
novelty,102,keeki (cake),X wo tarasu (Y drops X),3.7
novelty,102,keeki (cake),X ni uku (Y floats on X),3.7
novelty,102,keeki (cake),X ga mitiru (X fills Y),3.7
novelty,102,keeki (cake),X ga nizimu (X oozes),3.7
novelty,102,keeki (cake),X ni tukaru (Y gets submerged in X),3.7
novelty,102,keeki (cake),X ga nigoru (X gets cloudy),3.7
novelty,102,human (complaint),X wo kakeru (Y sprays X),3.7
novelty,102,hikari (light),X de susugu (Y rinses Z with X),3.7
novelty,102,hikari (light),X wo siboridasu (Y squeezes X),3.7
novelty,102,hikari (light),X wo maku (Y scatters X),3.7
novelty,102,roudou (labor),X wo tarasu (Y drops X),3.7
novelty,102,roudou (labor),X ga mitiru (X fills Y),3.7
novelty,102,yuuki (bravery),X wo tarasu (Y drops X),3.7
novelty,102,yuuki (bravery),X wo makitirasu (Y sprinkles X),3.7
novelty,102,yuuki (bravery),X ga nagareru (X flows),3.7
novelty,102,yuuki (bravery),X ni hitasu (Y dips Z in X),3.7
novelty,102,yuuki (bravery),X ga sumu (X gets clear),3.7
novelty,102,yuuki (bravery),X ga nigoru (X gets cloudy),3.7
novelty,102,iwa (rock),X wo kumitoru (Y scoops up X),3.7
novelty,102,iwa (rock),X wo sosogu (Y pours X),3.7
novelty,102,kibou (hope),X wo tarasu (Y drops X),3.7
novelty,102,kibou (hope),X ni sizumu (Y sinks into X),3.7
novelty,102,kibou (hope),X ga nagarederu (X flows out),3.7
novelty,102,kibou (hope),X ni hitasu (Y dips Z in X),3.7
novelty,102,kairaku (pleasure),X wo kakeru (Y sprays X),3.7
novelty,102,kairaku (pleasure),X ga yodomu (X gets stagnant),3.7
novelty,102,ikari (anger),X de susugu (Y rinses Z with X),3.7
novelty,102,ikari (anger),X ni uku (Y floats on X),3.7
novelty,102,kyouhu (fear),X wo kakeru (Y sprays X),3.7
novelty,102,kanasimi (sorrow),X wo tarasu (Y drops X),3.7
novelty,102,jouhou (information),X de susugu (Y rinses Z with X),3.7
novelty,102,jouhou (information),X ga sumu (X gets clear),3.7
novelty,102,ai (love),X wo tarasu (Y drops X),3.7
novelty,102,jikan (time),X ga hotobasiru (X spurts),3.7
novelty,102,jikan (time),X ga nizimu (X oozes),3.7
novelty,102,rikai (understanding),X de susugu (Y rinses Z with X),3.7
novelty,102,rikai (understanding),X wo maku (Y scatters X),3.7
novelty,102,rikai (understanding),X ni uku (Y floats on X),3.7
novelty,102,rikai (understanding),X ga sitataru (X drips),3.7
novelty,102,rikai (understanding),X ni tukaru (Y gets submerged in X),3.7
novelty,102,suimin (sleep),X ga hotobasiru (X spurts),3.7
novelty,102,suimin (sleep),X ga sitataru (X drips),3.7
novelty,102,suna (sand),X ni uku (Y floats on X),3.7
novelty,102,kuuki (air),X wo kakeru (Y sprays X),3.7
novelty,102,zetubou (despair),X wo tarasu (Y drops X),3.7
novelty,102,zetubou (despair),X ni uku (Y floats on X),3.7
novelty,102,zetubou (despair),X ga yodomu (X gets stagnant),3.7
novelty,102,zetubou (despair),X ga nigoru (X gets cloudy),3.7
novelty,102,syutisin (shame),X de susugu (Y rinses Z with X),3.7
novelty,102,syutisin (shame),X wo kakeru (Y sprays X),3.7
novelty,102,syutisin (shame),X ga nagareru (X flows),3.7
novelty,102,kinsen (money),X ga simiru (X soaks into Y),3.7
novelty,102,kinsen (money),X de susugu (Y rinses Z with X),3.7
novelty,102,kinsen (money),X ga hotobasiru (X spurts),3.7
novelty,167,ari (ant),X ga koboreru (X spills out),3.6
novelty,167,ari (ant),X wo makitirasu (Y sprinkles X),3.6
novelty,167,ari (ant),X wo sosogu (Y pours X),3.6
novelty,167,ari (ant),X wo abiseru (Y showers X),3.6
novelty,167,ari (ant),X ga sitataru (X drips),3.6
novelty,167,ari (ant),X ni tukaru (Y gets submerged in X),3.6
novelty,167,neko (cat),X wo maku (Y scatters X),3.6
novelty,167,neko (cat),X ga nizimu (X oozes),3.6
novelty,167,neko (cat),X ga sitataru (X drips),3.6
novelty,167,nioi (smell),X ni sizumu (Y sinks into X),3.6
novelty,167,keeki (cake),X wo sosogu (Y pours X),3.6
novelty,167,keeki (cake),X ga sumu (X gets clear),3.6
novelty,167,human (complaint),X de susugu (Y rinses Z with X),3.6
novelty,167,human (complaint),X ni uku (Y floats on X),3.6
novelty,167,human (complaint),X ga yodomu (X gets stagnant),3.6
novelty,167,human (complaint),X ga nigoru (X gets cloudy),3.6
novelty,167,hikari (light),X ni uku (Y floats on X),3.6
novelty,167,hikari (light),X ni hitasu (Y dips Z in X),3.6
novelty,167,roudou (labor),X ga koboreru (X spills out),3.6
novelty,167,roudou (labor),X wo makitirasu (Y sprinkles X),3.6
novelty,167,roudou (labor),X ga nagareru (X flows),3.6
novelty,167,yuuki (bravery),X de susugu (Y rinses Z with X),3.6
novelty,167,yuuki (bravery),X wo maku (Y scatters X),3.6
novelty,167,yuuki (bravery),X ni oboreru (Y almost drowns in X),3.6
novelty,167,koe (voice),X wo susuru (Y sips X),3.6
novelty,167,koe (voice),X ga huttou-suru (X boils),3.6
novelty,167,sitto (envy),X ga sumu (X gets clear),3.6
novelty,167,ansin (relief),X de susugu (Y rinses Z with X),3.6
novelty,167,ansin (relief),X wo siboridasu (Y squeezes X),3.6
novelty,167,ansin (relief),X ga huttou-suru (X boils),3.6
novelty,167,ansin (relief),X ga nagareru (X flows),3.6
novelty,167,ansin (relief),X ni uku (Y floats on X),3.6
novelty,167,ansin (relief),X wo nomu (Y drinks X),3.6
novelty,167,iwa (rock),X wo tarasu (Y drops X),3.6
novelty,167,iwa (rock),X wo maku (Y scatters X),3.6
novelty,167,iwa (rock),X ga nizimu (X oozes),3.6
novelty,167,iwa (rock),X ga sitataru (X drips),3.6
novelty,167,iwa (rock),X ni tukaru (Y gets submerged in X),3.6
novelty,167,kairaku (pleasure),X ga sitataru (X drips),3.6
novelty,167,kairaku (pleasure),X ga sumu (X gets clear),3.6
novelty,167,kyouhu (fear),X ga yodomu (X gets stagnant),3.6
novelty,167,kyouhu (fear),X ga sumu (X gets clear),3.6
novelty,167,kanasimi (sorrow),X de susugu (Y rinses Z with X),3.6
novelty,167,ito (intention),X de susugu (Y rinses Z with X),3.6
novelty,167,ito (intention),X ga koboreru (X spills out),3.6
novelty,167,ito (intention),X wo maku (Y scatters X),3.6
novelty,167,ai (love),X wo susuru (Y sips X),3.6
novelty,167,ai (love),X ga nagareru (X flows),3.6
novelty,167,zouo (hatred),X wo kakeru (Y sprays X),3.6
novelty,167,zouo (hatred),X ga yodomu (X gets stagnant),3.6
novelty,167,zouo (hatred),X wo nomu (Y drinks X),3.6
novelty,167,jikan (time),X wo abiseru (Y showers X),3.6
novelty,167,jikan (time),X ga sumu (X gets clear),3.6
novelty,167,jikan (time),X wo nomu (Y drinks X),3.6
novelty,167,tanosisa (enjoyment),X ga sitataru (X drips),3.6
novelty,167,tanosisa (enjoyment),X ga moreru (X leaks),3.6
novelty,167,kimoti (feeling),X de susugu (Y rinses Z with X),3.6
novelty,167,kimoti (feeling),X wo maku (Y scatters X),3.6
novelty,167,rikai (understanding),X wo kakeru (Y sprays X),3.6
novelty,167,suimin (sleep),X wo kakeru (Y sprays X),3.6
novelty,167,suimin (sleep),X wo susuru (Y sips X),3.6
novelty,167,suimin (sleep),X wo tarasu (Y drops X),3.6
novelty,167,suimin (sleep),X ga huttou-suru (X boils),3.6
novelty,167,suimin (sleep),X ga uzumaku (X whirls),3.6
novelty,167,suimin (sleep),X wo nomu (Y drinks X),3.6
novelty,167,suna (sand),X ga huttou-suru (X boils),3.6
novelty,167,kuuki (air),X wo susuru (Y sips X),3.6
novelty,167,kuuki (air),X ni sizumu (Y sinks into X),3.6
novelty,167,kuuki (air),X ga huttou-suru (X boils),3.6
novelty,167,zetubou (despair),X de susugu (Y rinses Z with X),3.6
novelty,167,zetubou (despair),X ga huttou-suru (X boils),3.6
novelty,167,zetubou (despair),X wo sosogu (Y pours X),3.6
novelty,167,syutisin (shame),X wo siboridasu (Y squeezes X),3.6
novelty,167,syutisin (shame),X wo makitirasu (Y sprinkles X),3.6
novelty,167,syutisin (shame),X ga tamaru (X gets collected),3.6
novelty,167,kinsen (money),X wo tarasu (Y drops X),3.6
novelty,167,kinsen (money),X ga huttou-suru (X boils),3.6
novelty,167,kinsen (money),X ni uku (Y floats on X),3.6
novelty,167,kinsen (money),X ni hitasu (Y dips Z in X),3.6
novelty,246,ari (ant),X wo susuru (Y sips X),3.5
novelty,246,ari (ant),X ni hitaru (Y soaks in X),3.5
novelty,246,ari (ant),X ga yodomu (X gets stagnant),3.5
novelty,246,ari (ant),X ga mitiru (X fills Y),3.5
novelty,246,ari (ant),X ga sumu (X gets clear),3.5
novelty,246,neko (cat),X wo tarasu (Y drops X),3.5
novelty,246,neko (cat),X ga nagareru (X flows),3.5
novelty,246,neko (cat),X ni uku (Y floats on X),3.5
novelty,246,neko (cat),X wo abiseru (Y showers X),3.5
novelty,246,keeki (cake),X wo abiseru (Y showers X),3.5
novelty,246,keeki (cake),X ga yodomu (X gets stagnant),3.5
novelty,246,huan (anxiety),X wo tarasu (Y drops X),3.5
novelty,246,human (complaint),X ni oboreru (Y almost drowns in X),3.5
novelty,246,hikari (light),X ga huttou-suru (X boils),3.5
novelty,246,roudou (labor),X wo kakeru (Y sprays X),3.5
novelty,246,roudou (labor),X ga huttou-suru (X boils),3.5
novelty,246,roudou (labor),X ga nagarederu (X flows out),3.5
novelty,246,roudou (labor),X wo abiseru (Y showers X),3.5
novelty,246,roudou (labor),X ga uzumaku (X whirls),3.5
novelty,246,yuuki (bravery),X wo susuru (Y sips X),3.5
novelty,246,yuuki (bravery),X ni uku (Y floats on X),3.5
novelty,246,yuuki (bravery),X ni hitaru (Y soaks in X),3.5
novelty,246,yuuki (bravery),X ga tamaru (X gets collected),3.5
novelty,246,yuuki (bravery),X ni tukaru (Y gets submerged in X),3.5
novelty,246,yorokobi (delight),X wo kakeru (Y sprays X),3.5
novelty,246,yorokobi (delight),X wo susuru (Y sips X),3.5
novelty,246,yorokobi (delight),X ni sizumu (Y sinks into X),3.5
novelty,246,yorokobi (delight),X wo nomu (Y drinks X),3.5
novelty,246,koe (voice),X wo tarasu (Y drops X),3.5
novelty,246,koe (voice),X ni hitasu (Y dips Z in X),3.5
novelty,246,sitto (envy),X ga simiru (X soaks into Y),3.5
novelty,246,sitto (envy),X de susugu (Y rinses Z with X),3.5
novelty,246,sitto (envy),X wo kakeru (Y sprays X),3.5
novelty,246,ansin (relief),X ga simiru (X soaks into Y),3.5
novelty,246,ansin (relief),X wo susuru (Y sips X),3.5
novelty,246,ansin (relief),X ga uzumaku (X whirls),3.5
novelty,246,ansin (relief),X ga nigoru (X gets cloudy),3.5
novelty,246,iwa (rock),X wo kakeru (Y sprays X),3.5
novelty,246,iwa (rock),X ni sizumu (Y sinks into X),3.5
novelty,246,iwa (rock),X wo abiseru (Y showers X),3.5
novelty,246,iwa (rock),X ga ahureru (X overflows),3.5
novelty,246,kibou (hope),X ga sitataru (X drips),3.5
novelty,246,kairaku (pleasure),X wo tarasu (Y drops X),3.5
novelty,246,kairaku (pleasure),X wo maku (Y scatters X),3.5
novelty,246,ikari (anger),X ga sumu (X gets clear),3.5
novelty,246,kyouhu (fear),X de susugu (Y rinses Z with X),3.5
novelty,246,kyouhu (fear),X ga koboreru (X spills out),3.5
novelty,246,kanasimi (sorrow),X wo maku (Y scatters X),3.5
novelty,246,kanasimi (sorrow),X ni uku (Y floats on X),3.5
novelty,246,kanasimi (sorrow),X ga sumu (X gets clear),3.5
novelty,246,kanasimi (sorrow),X ga nigoru (X gets cloudy),3.5
novelty,246,jouhou (information),X wo kakeru (Y sprays X),3.5
novelty,246,jouhou (information),X wo susuru (Y sips X),3.5
novelty,246,jounetu (passion),X ni sizumu (Y sinks into X),3.5
novelty,246,ito (intention),X wo tarasu (Y drops X),3.5
novelty,246,ito (intention),X wo makitirasu (Y sprinkles X),3.5
novelty,246,ito (intention),X wo sosogu (Y pours X),3.5
novelty,246,ito (intention),X wo abiseru (Y showers X),3.5
novelty,246,ito (intention),X ga tamaru (X gets collected),3.5
novelty,246,zouo (hatred),X ni tukaru (Y gets submerged in X),3.5
novelty,246,jikan (time),X ga simiru (X soaks into Y),3.5
novelty,246,jikan (time),X wo makitirasu (Y sprinkles X),3.5
novelty,246,jikan (time),X ni tukaru (Y gets submerged in X),3.5
novelty,246,kimoti (feeling),X ni hitasu (Y dips Z in X),3.5
novelty,246,kimoti (feeling),X ni tukaru (Y gets submerged in X),3.5
novelty,246,rikai (understanding),X ga hotobasiru (X spurts),3.5
novelty,246,rikai (understanding),X ni hitasu (Y dips Z in X),3.5
novelty,246,suimin (sleep),X ga simiru (X soaks into Y),3.5
novelty,246,suimin (sleep),X wo siboridasu (Y squeezes X),3.5
novelty,246,suimin (sleep),X wo kumitoru (Y scoops up X),3.5
novelty,246,suna (sand),X ga simiru (X soaks into Y),3.5
novelty,246,suna (sand),X ga hotobasiru (X spurts),3.5
novelty,246,suna (sand),X wo siboridasu (Y squeezes X),3.5
novelty,246,zetubou (despair),X wo susuru (Y sips X),3.5
novelty,246,zetubou (despair),X ga moreru (X leaks),3.5
novelty,246,zetubou (despair),X ga sumu (X gets clear),3.5
novelty,246,syutisin (shame),X ga koboreru (X spills out),3.5
novelty,246,syutisin (shame),X wo tarasu (Y drops X),3.5
novelty,246,syutisin (shame),X wo sosogu (Y pours X),3.5
novelty,246,syutisin (shame),X ni hitasu (Y dips Z in X),3.5
novelty,246,syutisin (shame),X ga sumu (X gets clear),3.5
novelty,246,kinsen (money),X ni tukaru (Y gets submerged in X),3.5
novelty,246,oto (sound),X ga huttou-suru (X boils),3.5
novelty,329,ari (ant),X wo siboridasu (Y squeezes X),3.4
novelty,329,ari (ant),X ga huttou-suru (X boils),3.4
novelty,329,ari (ant),X ni uku (Y floats on X),3.4
novelty,329,neko (cat),X de susugu (Y rinses Z with X),3.4
novelty,329,neko (cat),X wo kakeru (Y sprays X),3.4
novelty,329,neko (cat),X wo nomu (Y drinks X),3.4
novelty,329,nioi (smell),X wo siboridasu (Y squeezes X),3.4
novelty,329,nioi (smell),X wo sosogu (Y pours X),3.4
novelty,329,keeki (cake),X ga simiru (X soaks into Y),3.4
novelty,329,keeki (cake),X ni hitasu (Y dips Z in X),3.4
novelty,329,keeki (cake),X ga uzumaku (X whirls),3.4
novelty,329,keeki (cake),X ga ahureru (X overflows),3.4
novelty,329,huan (anxiety),X de susugu (Y rinses Z with X),3.4
novelty,329,huan (anxiety),X wo susuru (Y sips X),3.4
novelty,329,huan (anxiety),X wo siboridasu (Y squeezes X),3.4
novelty,329,huan (anxiety),X ga nigoru (X gets cloudy),3.4
novelty,329,huan (anxiety),X wo nomu (Y drinks X),3.4
novelty,329,human (complaint),X wo susuru (Y sips X),3.4
novelty,329,hikari (light),X wo kumitoru (Y scoops up X),3.4
novelty,329,roudou (labor),X ga ahureru (X overflows),3.4
novelty,329,roudou (labor),X ga moreru (X leaks),3.4
novelty,329,yuuki (bravery),X ni sizumu (Y sinks into X),3.4
novelty,329,yuuki (bravery),X ga sitataru (X drips),3.4
novelty,329,yorokobi (delight),X ga moreru (X leaks),3.4
novelty,329,sitto (envy),X wo tarasu (Y drops X),3.4
novelty,329,sitto (envy),X wo kumitoru (Y scoops up X),3.4
novelty,329,ansin (relief),X wo kakeru (Y sprays X),3.4
novelty,329,ansin (relief),X ga hotobasiru (X spurts),3.4
novelty,329,ansin (relief),X wo tarasu (Y drops X),3.4
novelty,329,ansin (relief),X ga moreru (X leaks),3.4
novelty,329,iwa (rock),X wo siboridasu (Y squeezes X),3.4
novelty,329,iwa (rock),X ga uzumaku (X whirls),3.4
novelty,329,iwa (rock),X ni oboreru (Y almost drowns in X),3.4
novelty,329,iwa (rock),X ga sumu (X gets clear),3.4
novelty,329,kibou (hope),X ga simiru (X soaks into Y),3.4
novelty,329,kibou (hope),X ga nagareru (X flows),3.4
novelty,329,kibou (hope),X ni uku (Y floats on X),3.4
novelty,329,kibou (hope),X ni oboreru (Y almost drowns in X),3.4
novelty,329,kairaku (pleasure),X ni hitasu (Y dips Z in X),3.4
novelty,329,kairaku (pleasure),X ga moreru (X leaks),3.4
novelty,329,ikari (anger),X ga simiru (X soaks into Y),3.4
novelty,329,ikari (anger),X ga sitataru (X drips),3.4
novelty,329,ikari (anger),X ni tukaru (Y gets submerged in X),3.4
novelty,329,kyouhu (fear),X wo tarasu (Y drops X),3.4
novelty,329,jouhou (information),X ga simiru (X soaks into Y),3.4
novelty,329,jounetu (passion),X ga sumu (X gets clear),3.4
novelty,329,ito (intention),X ni uku (Y floats on X),3.4
novelty,329,ito (intention),X ni hitaru (Y soaks in X),3.4
novelty,329,ito (intention),X ni tukaru (Y gets submerged in X),3.4
novelty,329,ai (love),X ga huttou-suru (X boils),3.4
novelty,329,ai (love),X wo nomu (Y drinks X),3.4
novelty,329,zouo (hatred),X ga nagareru (X flows),3.4
novelty,329,zouo (hatred),X ni hitasu (Y dips Z in X),3.4
novelty,329,zouo (hatred),X ga sumu (X gets clear),3.4
novelty,329,tanosisa (enjoyment),X ga nigoru (X gets cloudy),3.4
novelty,329,kimoti (feeling),X wo tarasu (Y drops X),3.4
novelty,329,doro (mud),X ga mitiru (X fills Y),3.4
novelty,329,rikai (understanding),X ga koboreru (X spills out),3.4
novelty,329,rikai (understanding),X wo susuru (Y sips X),3.4
novelty,329,rikai (understanding),X wo makitirasu (Y sprinkles X),3.4
novelty,329,rikai (understanding),X ga nagareru (X flows),3.4
novelty,329,rikai (understanding),X ga nagarederu (X flows out),3.4
novelty,329,rikai (understanding),X ga nigoru (X gets cloudy),3.4
novelty,329,suimin (sleep),X wo makitirasu (Y sprinkles X),3.4
novelty,329,suimin (sleep),X ga nigoru (X gets cloudy),3.4
novelty,329,suna (sand),X ni hitaru (Y soaks in X),3.4
novelty,329,suna (sand),X ga nizimu (X oozes),3.4
novelty,329,kuuki (air),X de susugu (Y rinses Z with X),3.4
novelty,329,kuuki (air),X ni hitasu (Y dips Z in X),3.4
novelty,329,zetubou (despair),X wo kakeru (Y sprays X),3.4
novelty,329,zetubou (despair),X ga hotobasiru (X spurts),3.4
novelty,329,zetubou (despair),X wo siboridasu (Y squeezes X),3.4
novelty,329,zetubou (despair),X ga nagarederu (X flows out),3.4
novelty,329,zetubou (despair),X wo nomu (Y drinks X),3.4
novelty,329,syutisin (shame),X ga huttou-suru (X boils),3.4
novelty,329,syutisin (shame),X ga nigoru (X gets cloudy),3.4
novelty,329,kinsen (money),X ga yodomu (X gets stagnant),3.4
novelty,329,kinsen (money),X ga moreru (X leaks),3.4
novelty,329,oto (sound),X wo maku (Y scatters X),3.4
novelty,329,oto (sound),X ni uku (Y floats on X),3.4
novelty,329,oto (sound),X ni hitasu (Y dips Z in X),3.4
novelty,329,oto (sound),X ga waku (X gushes out),3.4
novelty,411,ari (ant),X de susugu (Y rinses Z with X),3.3
novelty,411,ari (ant),X ni sizumu (Y sinks into X),3.3
novelty,411,ari (ant),X ga nizimu (X oozes),3.3
novelty,411,neko (cat),X ga waku (X gushes out),3.3
novelty,411,nioi (smell),X ni oboreru (Y almost drowns in X),3.3
novelty,411,keeki (cake),X wo kakeru (Y sprays X),3.3
novelty,411,keeki (cake),X wo kumitoru (Y scoops up X),3.3
novelty,411,keeki (cake),X ni hitaru (Y soaks in X),3.3
novelty,411,keeki (cake),X ga waku (X gushes out),3.3
novelty,411,human (complaint),X ni hitaru (Y soaks in X),3.3
novelty,411,hikari (light),X wo susuru (Y sips X),3.3
novelty,411,hikari (light),X wo tarasu (Y drops X),3.3
novelty,411,roudou (labor),X ga tamaru (X gets collected),3.3
novelty,411,roudou (labor),X ni tukaru (Y gets submerged in X),3.3
novelty,411,yuuki (bravery),X ga koboreru (X spills out),3.3
novelty,411,yuuki (bravery),X wo abiseru (Y showers X),3.3
novelty,411,yuuki (bravery),X ga yodomu (X gets stagnant),3.3
novelty,411,yorokobi (delight),X ga tamaru (X gets collected),3.3
novelty,411,koe (voice),X de susugu (Y rinses Z with X),3.3
novelty,411,koe (voice),X ga sitataru (X drips),3.3
novelty,411,sitto (envy),X ga huttou-suru (X boils),3.3
novelty,411,sitto (envy),X wo sosogu (Y pours X),3.3
novelty,411,sitto (envy),X ni hitasu (Y dips Z in X),3.3
novelty,411,ansin (relief),X wo makitirasu (Y sprinkles X),3.3
novelty,411,ansin (relief),X ga sitataru (X drips),3.3
novelty,411,iwa (rock),X ga hotobasiru (X spurts),3.3
novelty,411,iwa (rock),X ga waku (X gushes out),3.3
